epoch,epoch_time,lr-AdamW,step,train_loss,val_bits_per_spike,val_fr_corr,val_loss,val_r2
0,,,133,0.5382067561149597,,,,
,,4.013952782115957e-06,134,,,,,
0,,,134,0.49804991483688354,,,,
,,4.01416179937024e-06,135,,,,,
0,,,135,0.5311704874038696,,,,
,,4.01437237034931e-06,136,,,,,
0,,,136,0.4973289966583252,,,,
,,4.01458449504639e-06,137,,,,,
0,,,137,0.5492969751358032,,,,
,,4.014798173454582e-06,138,,,,,
0,,,138,0.48393571376800537,,,,
,,4.015013405566975e-06,139,,,,,
0,,,139,0.5760550498962402,,,,
,,4.015230191376588e-06,140,,,,,
0,,,140,0.5299635529518127,,,,
,,4.0154485308764294e-06,141,,,,,
0,,,141,0.46081143617630005,,,,
,,4.01566842405941e-06,142,,,,,
0,,,142,0.46282392740249634,,,,
,,4.015889870918416e-06,143,,,,,
0,,,143,0.5347179770469666,,,,
,,4.0161128714462764e-06,144,,,,,
0,,,144,0.5727753043174744,,,,
,,4.0163374256357555e-06,145,,,,,
0,,,145,0.5805255174636841,,,,
,,4.016563533479602e-06,146,,,,,
0,,,146,0.552359402179718,,,,
,,4.016791194970485e-06,147,,,,,
0,,,147,0.6004256010055542,,,,
,,4.017020410101058e-06,148,,,,,
0,,,148,0.5267291069030762,,,,
,,4.017251178863867e-06,149,,,,,
0,,,149,0.6094557642936707,,,,
,,4.017483501251445e-06,150,,,,,
0,,,150,0.47445666790008545,,,,
,,4.0177173772562846e-06,151,,,,,
0,,,151,0.48849552869796753,,,,
,,4.017952806870809e-06,152,,,,,
0,,,152,0.5516864657402039,,,,
,,4.018189790087388e-06,153,,,,,
0,,,153,0.5254608392715454,,,,
,,4.018428326898351e-06,154,,,,,
0,,,154,0.5256853699684143,,,,
,,4.018668417295974e-06,155,,,,,
0,,,155,0.4898717701435089,,,,
,,4.018910061272477e-06,156,,,,,
0,,,156,0.5033337473869324,,,,
,,4.019153258820053e-06,157,,,,,
0,,,157,0.5755348801612854,,,,
,,4.019398009930803e-06,158,,,,,
0,,,158,0.5032593607902527,,,,
,,4.019644314596837e-06,159,,,,,
0,,,159,0.5038931965827942,,,,
,,4.0198921728101474e-06,160,,,,,
0,,,160,0.5729397535324097,,,,
,,4.020141584562724e-06,161,,,,,
0,,,161,0.5121153593063354,,,,
,,4.020392549846489e-06,162,,,,,
0,,,162,0.5408588647842407,,,,
,,4.020645068653325e-06,163,,,,,
0,,,163,0.5664779543876648,,,,
,,4.020899140975032e-06,164,,,,,
0,,,164,0.5422974228858948,,,,
,,4.021154766803398e-06,165,,,,,
0,,,165,0.5861788392066956,,,,
,,4.021411946130156e-06,166,,,,,
0,,,166,0.5449949502944946,,,,
,,4.021670678946971e-06,167,,,,,
0,,,167,0.5572603940963745,,,,
,,4.021930965245453e-06,168,,,,,
0,,,168,0.4459637701511383,,,,
,,4.022192805017187e-06,169,,,,,
0,,,169,0.44924139976501465,,,,
,,4.022456198253703e-06,170,,,,,
0,,,170,0.504409909248352,,,,
,,4.0227211449464484e-06,171,,,,,
0,,,171,0.5169957876205444,,,,
,,4.022987645086858e-06,172,,,,,
0,,,172,0.4722785949707031,,,,
,,4.0232556986663135e-06,173,,,,,
0,,,173,0.6043105721473694,,,,
,,4.023525305676113e-06,174,,,,,
0,,,174,0.6179207563400269,,,,
,,4.023796466107556e-06,175,,,,,
0,,,175,0.5660476088523865,,,,
,,4.024069179951848e-06,176,,,,,
0,,,176,0.4769207537174225,,,,
,,4.024343447200137e-06,177,,,,,
0,,,177,0.5359170436859131,,,,
,,4.0246192678435754e-06,178,,,,,
0,,,178,0.572593629360199,,,,
,,4.0248966418732175e-06,179,,,,,
0,,,179,0.5304639935493469,,,,
,,4.025175569280092e-06,180,,,,,
0,,,180,0.4512794315814972,,,,
,,4.025456050055145e-06,181,,,,,
0,,,181,0.5293516516685486,,,,
,,4.02573808418931e-06,182,,,,,
0,,,182,0.52593994140625,,,,
,,4.026021671673467e-06,183,,,,,
0,,,183,0.6107384562492371,,,,
,,4.026306812498413e-06,184,,,,,
0,,,184,0.5268367528915405,,,,
,,4.026593506654933e-06,185,,,,,
0,,,185,0.560229480266571,,,,
,,4.026881754133716e-06,186,,,,,
0,,,186,0.5903262495994568,,,,
,,4.027171554925465e-06,187,,,,,
0,,,187,0.5186581611633301,,,,
,,4.027462909020774e-06,188,,,,,
0,,,188,0.5364652276039124,,,,
,,4.027755816410225e-06,189,,,,,
0,,,189,0.5126584768295288,,,,
,,4.0280502770843174e-06,190,,,,,
0,,,190,0.4936503767967224,,,,
,,4.028346291033523e-06,191,,,,,
0,,,191,0.5259044170379639,,,,
,,4.028643858248248e-06,192,,,,,
0,,,192,0.5239179730415344,,,,
,,4.028942978718882e-06,193,,,,,
0,,,193,0.5451375246047974,,,,
,,4.029243652435709e-06,194,,,,,
0,,,194,0.48238518834114075,,,,
,,4.0295458793890255e-06,195,,,,,
0,,,195,0.4663548171520233,,,,
,,4.029849659569019e-06,196,,,,,
0,,,196,0.5427571535110474,,,,
,,4.030154992965877e-06,197,,,,,
0,,,197,0.4748942255973816,,,,
,,4.03046187956968e-06,198,,,,,
0,,,198,0.508616030216217,,,,
,,4.030770319370534e-06,199,,,,,
0,,,199,0.6076185703277588,,,,
,,4.03108031235841e-06,200,,,,,
0,,,200,0.5159742832183838,,,,
,,4.031391858523307e-06,201,,,,,
0,,,201,0.46220827102661133,,,,
,,4.0317049578551144e-06,202,,,,,
0,,,202,0.5492351055145264,,,,
,,4.0320196103437085e-06,203,,,,,
0,,,203,0.5467400550842285,,,,
,,4.032335815978884e-06,204,,,,,
0,,,204,0.46370869874954224,,,,
,,4.032653574750409e-06,205,,,,,
0,,,205,0.5244640707969666,,,,
,,4.032972886648011e-06,206,,,,,
0,,,206,0.5713611245155334,,,,
,,4.033293751661335e-06,207,,,,,
0,,,207,0.5536234974861145,,,,
,,4.033616169779987e-06,208,,,,,
0,,,208,0.560045063495636,,,,
,,4.033940140993545e-06,209,,,,,
0,,,209,0.5669872164726257,,,,
,,4.0342656652915055e-06,210,,,,,
0,,,210,0.4497860372066498,,,,
,,4.034592742663338e-06,211,,,,,
0,,,211,0.48221251368522644,,,,
,,4.034921373098432e-06,212,,,,,
0,,,212,0.5415239930152893,,,,
,,4.035251556586174e-06,213,,,,,
0,,,213,0.5406876802444458,,,,
,,4.035583293115859e-06,214,,,,,
0,,,214,0.5557388067245483,,,,
,,4.035916582676753e-06,215,,,,,
0,,,215,0.5766276717185974,,,,
,,4.036251425258041e-06,216,,,,,
0,,,216,0.5466016530990601,,,,
,,4.036587820848922e-06,217,,,,,
0,,,217,0.5498781800270081,,,,
,,4.036925769438472e-06,218,,,,,
0,,,218,0.5334035158157349,,,,
,,4.037265271015754e-06,219,,,,,
0,,,219,0.460331529378891,,,,
,,4.037606325569778e-06,220,,,,,
0,,,220,0.5407823920249939,,,,
,,4.037948933089525e-06,221,,,,,
0,,,221,0.4449695348739624,,,,
,,4.038293093563841e-06,222,,,,,
0,,,222,0.5226737856864929,,,,
,,4.038638806981641e-06,223,,,,,
0,,,223,0.5605400800704956,,,,
,,4.038986073331703e-06,224,,,,,
0,,,224,0.5294671058654785,,,,
,,4.039334892602805e-06,225,,,,,
0,,,225,0.4848202168941498,,,,
,,4.039685264783618e-06,226,,,,,
0,,,226,0.46597108244895935,,,,
,,4.040037189862852e-06,227,,,,,
0,,,227,0.4406520426273346,,,,
,,4.0403906678290416e-06,228,,,,,
0,,,228,0.5535067319869995,,,,
,,4.040745698670803e-06,229,,,,,
0,,,229,0.4673306345939636,,,,
,,4.04110228237659e-06,230,,,,,
0,,,230,0.48840874433517456,,,,
,,4.041460418934895e-06,231,,,,,
0,,,231,0.5197614431381226,,,,
,,4.041820108334119e-06,232,,,,,
0,,,232,0.49403777718544006,,,,
,,4.042181350562591e-06,233,,,,,
0,,,233,0.4915109872817993,,,,
,,4.042544145608631e-06,234,,,,,
0,,,234,0.47075003385543823,,,,
,,4.042908493460487e-06,235,,,,,
0,,,235,0.5566366314888,,,,
,,4.0432743941063695e-06,236,,,,,
0,,,236,0.46968215703964233,,,,
,,4.043641847534447e-06,237,,,,,
0,,,237,0.47463294863700867,,,,
,,4.044010853732779e-06,238,,,,,
0,,,238,0.5737006664276123,,,,
,,4.0443814126894405e-06,239,,,,,
0,,,239,0.5229629278182983,,,,
,,4.0447535243924365e-06,240,,,,,
0,,,240,0.5104275941848755,,,,
,,4.045127188829706e-06,241,,,,,
0,,,241,0.5295158624649048,,,,
,,4.0455024059891725e-06,242,,,,,
0,,,242,0.47644248604774475,,,,
,,4.045879175858667e-06,243,,,,,
0,,,243,0.5390108823776245,,,,
,,4.046257498426005e-06,244,,,,,
0,,,244,0.5401912331581116,,,,
,,4.046637373678923e-06,245,,,,,
0,,,245,0.5462594032287598,,,,
,,4.0470188016051266e-06,246,,,,,
0,,,246,0.5529578924179077,,,,
,,4.047401782192257e-06,247,,,,,
0,,,247,0.4536597728729248,,,,
,,4.047786315427928e-06,248,,,,,
0,,,248,0.47660914063453674,,,,
,,4.0481724012996834e-06,249,,,,,
0,,,249,0.4304209351539612,,,,
,,4.048560039795029e-06,250,,,,,
0,,,250,0.4255920350551605,,,,
,,4.0489492309014e-06,251,,,,,
0,,,251,0.5309122204780579,,,,
,,4.049339974606194e-06,252,,,,,
0,,,252,0.5046306252479553,,,,
,,4.04973227089678e-06,253,,,,,
0,,,253,0.5550605654716492,,,,
,,4.050126119760431e-06,254,,,,,
0,,,254,0.5647947788238525,,,,
,,4.050521521184423e-06,255,,,,,
0,,,255,0.5064103007316589,,,,
,,4.05091847515592e-06,256,,,,,
0,,,256,0.47212594747543335,,,,
,,4.0513169816620885e-06,257,,,,,
0,,,257,0.45417699217796326,,,,
,,4.051717040690027e-06,258,,,,,
0,,,258,0.4897761940956116,,,,
,,4.052118652226778e-06,259,,,,,
0,,,259,0.4562247693538666,,,,
,,4.052521816259318e-06,260,,,,,
0,,,260,0.5113946199417114,,,,
,,4.052926532774638e-06,261,,,,,
0,,,261,0.535797119140625,,,,
,,4.05333280175959e-06,262,,,,,
0,,,262,0.48244529962539673,,,,
,,4.053740623201056e-06,263,,,,,
0,,,263,0.522487223148346,,,,
,,4.054149997085796e-06,264,,,,,
0,,,264,0.5239925384521484,,,,
,,4.054560923400581e-06,265,,,,,
0,,,265,0.5131580233573914,,,,
,,4.0549734021320906e-06,266,,,,,
0,,,266,0.4965716004371643,,,,
,,4.055387433266961e-06,267,,,,,
0,,,267,0.5673911571502686,,,,
,,4.055803016791829e-06,268,,,,,
0,,,268,0.5565329194068909,,,,
,,4.056220152693198e-06,269,,,,,
0,,,269,0.4604097604751587,,,,
,,4.056638840957568e-06,270,,,,,
0,,,270,0.4878605902194977,,,,
,,4.057059081571387e-06,271,,,,,
0,,,271,0.4923253059387207,,,,
,,4.0574808745210485e-06,272,,,,,
0,,,272,0.5458214282989502,,,,
,,4.057904219792905e-06,273,,,,,
0,,,273,0.44942954182624817,,,,
,,4.058329117373241e-06,274,,,,,
0,,,274,0.5192075967788696,,,,
,,4.058755567248288e-06,275,,,,,
0,,,275,0.5437833666801453,,,,
,,4.059183569404248e-06,276,,,,,
0,,,276,0.49622344970703125,,,,
,,4.059613123827272e-06,277,,,,,
0,,,277,0.48192062973976135,,,,
,,4.060044230503427e-06,278,,,,,
0,,,278,0.49021151661872864,,,,
,,4.060476889418781e-06,279,,,,,
0,,,279,0.5034821629524231,,,,
,,4.060911100559322e-06,280,,,,,
0,,,280,0.5034974813461304,,,,
,,4.061346863910967e-06,281,,,,,
0,,,281,0.5593889355659485,,,,
,,4.061784179459609e-06,282,,,,,
0,,,282,0.5514857769012451,,,,
,,4.0622230471911255e-06,283,,,,,
0,,,283,0.49039044976234436,,,,
,,4.06266346709126e-06,284,,,,,
0,,,284,0.5679471492767334,,,,
,,4.063105439145809e-06,285,,,,,
0,,,285,0.5521641969680786,,,,
,,4.063548963340394e-06,286,,,,,
0,,,286,0.5349270105361938,,,,
,,4.063994039660702e-06,287,,,,,
0,,,287,0.5128017067909241,,,,
,,4.064440668092301e-06,288,,,,,
0,,,288,0.5649511814117432,,,,
,,4.06488884862073e-06,289,,,,,
0,,,289,0.5550109148025513,,,,
,,4.065338581231502e-06,290,,,,,
0,,,290,0.5305749773979187,,,,
,,4.065789865910019e-06,291,,,,,
0,,,291,0.5467679500579834,,,,
,,4.0662427026417005e-06,292,,,,,
0,,,292,0.4934619963169098,,,,
,,4.066697091411855e-06,293,,,,,
0,,,293,0.5474390387535095,,,,
,,4.0671530322057906e-06,294,,,,,
0,,,294,0.5148196220397949,,,,
,,4.067610525008736e-06,295,,,,,
0,,,295,0.5422067046165466,,,,
,,4.068069569805892e-06,296,,,,,
0,,,296,0.4971543550491333,,,,
,,4.068530166582377e-06,297,,,,,
0,,,297,0.5218502283096313,,,,
,,4.068992315323284e-06,298,,,,,
0,,,298,0.4553883373737335,,,,
,,4.069456016013651e-06,299,,,,,
0,,,299,0.5371068716049194,,,,
,,4.0699212686384615e-06,300,,,,,
0,,,300,0.5312905311584473,,,,
,,4.070388073182659e-06,301,,,,,
0,,,301,0.4960540533065796,,,,
,,4.0708564296311044e-06,302,,,,,
0,,,302,0.48459604382514954,,,,
,,4.071326337968674e-06,303,,,,,
0,,,303,0.5406412482261658,,,,
,,4.0717977981801076e-06,304,,,,,
0,,,304,0.5221244692802429,,,,
,,4.072270810250172e-06,305,,,,,
0,,,305,0.49859198927879333,,,,
,,4.072745374163552e-06,306,,,,,
0,,,306,0.49865907430648804,,,,
,,4.073221489904854e-06,307,,,,,
0,,,307,0.5141671895980835,,,,
,,4.073699157458694e-06,308,,,,,
0,,,308,0.4500086307525635,,,,
,,4.074178376809582e-06,309,,,,,
0,,,309,0.5447884798049927,,,,
,,4.0746591479420136e-06,310,,,,,
0,,,310,0.5678442716598511,,,,
,,4.075141470840418e-06,311,,,,,
0,,,311,0.4351021349430084,,,,
,,4.075625345489181e-06,312,,,,,
0,,,312,0.5271065831184387,,,,
,,4.076110771872624e-06,313,,,,,
0,,,313,0.560558557510376,,,,
,,4.076597749975053e-06,314,,,,,
0,,,314,0.554364025592804,,,,
,,4.077086279780678e-06,315,,,,,
0,,,315,0.48066070675849915,,,,
,,4.077576361273671e-06,316,,,,,
0,,,316,0.5481404066085815,,,,
,,4.078067994438216e-06,317,,,,,
0,,,317,0.5403657555580139,,,,
,,4.078561179258333e-06,318,,,,,
0,,,318,0.5445876717567444,,,,
,,4.0790559157181e-06,319,,,,,
0,,,319,0.5250289440155029,,,,
,,4.079552203801456e-06,320,,,,,
0,,,320,0.5401098132133484,,,,
,,4.080050043492369e-06,321,,,,,
0,,,321,0.5091482996940613,,,,
,,4.08054943477471e-06,322,,,,,
0,,,322,0.48108088970184326,,,,
,,4.081050377632286e-06,323,,,,,
0,,,323,0.540327787399292,,,,
,,4.0815528720489e-06,324,,,,,
0,,,324,0.5174887180328369,,,,
,,4.08205691800829e-06,325,,,,,
0,,,325,0.4909284710884094,,,,
,,4.082562515494111e-06,326,,,,,
0,,,326,0.4888194799423218,,,,
,,4.083069664490019e-06,327,,,,,
0,,,327,0.4814194142818451,,,,
,,4.083578364979561e-06,328,,,,,
0,,,328,0.4861524999141693,,,,
,,4.084088616946297e-06,329,,,,,
0,,,329,0.528991162776947,,,,
,,4.084600420373668e-06,330,,,,,
0,,,330,0.5211008787155151,,,,
,,4.085113775245138e-06,331,,,,,
0,,,331,0.5878012776374817,,,,
,,4.0856286815440786e-06,332,,,,,
0,,,332,0.5683135986328125,,,,
,,4.086145139253807e-06,333,,,,,
0,,,333,0.5048554539680481,,,,
,,4.086663148357599e-06,334,,,,,
0,,,334,0.5543888211250305,,,,
,,4.087182708838703e-06,335,,,,,
0,,,335,0.471506267786026,,,,
,,4.087703820680275e-06,336,,,,,
0,,,336,0.45631974935531616,,,,
,,4.088226483865454e-06,337,,,,,
0,,,337,0.5479291677474976,,,,
,,4.088750698377314e-06,338,,,,,
0,,,338,0.5264996290206909,,,,
,,4.0892764641988725e-06,339,,,,,
0,,,339,0.5197806358337402,,,,
,,4.089803781313122e-06,340,,,,,
0,,,340,0.48088276386260986,,,,
,,4.090332649702973e-06,341,,,,,
0,,,341,0.5520952343940735,,,,
,,4.090863069351294e-06,342,,,,,
0,,,342,0.4499768614768982,,,,
,,4.091395040240942e-06,343,,,,,
0,,,343,0.5036260485649109,,,,
,,4.091928562354678e-06,344,,,,,
0,,,344,0.5602049827575684,,,,
,,4.092463635675209e-06,345,,,,,
0,,,345,0.3757403492927551,,,,
,,4.093000260185241e-06,346,,,,,
0,,,346,0.5148710608482361,,,,
,,4.093538435867374e-06,347,,,,,
0,,,347,0.42073339223861694,,,,
,,4.094078162704206e-06,348,,,,,
0,,,348,0.5189806222915649,,,,
,,4.094619440678213e-06,349,,,,,
0,,,349,0.5032284259796143,,,,
,,4.0951622697719405e-06,350,,,,,
0,,,350,0.513024628162384,,,,
,,4.095706649967742e-06,351,,,,,
0,,,351,0.4738723933696747,,,,
,,4.096252581248041e-06,352,,,,,
0,,,352,0.5262234210968018,,,,
,,4.096800063595137e-06,353,,,,,
0,,,353,0.47253620624542236,,,,
,,4.09734909699133e-06,354,,,,,
0,,,354,0.5429012775421143,,,,
,,4.0978996814187995e-06,355,,,,,
